5881 21492
1	2	4	1289241911
1	3	2	1289241941
1	4	8	1308242030
1	6	2	1289770700
1	8	-1	1369868288
1	10	7	1289555731
1	11	5	1290826367
1	22	1	1290300441
1	24	2	1291056174
1	53	3	1296754391
1	67	-10	1439989206
1	83	2	1296291457
1	94	1	1369537384
1	109	6	1335645983
1	130	3	1299447999
1	156	2	1304826215
1	177	4	1304194321
1	214	1	1302322673
1	224	3	1302648708
1	238	1	1316572145
1	322	6	1311915459
1	411	-5	1346967679
1	470	1	1312392223
1	489	5	1323920006
1	505	1	1356834141
1	614	1	1311312174
1	637	1	1318751882
1	809	5	1363836833
1	885	2	1311396960
1	968	1	1355010314
1	1274	5	1324260622
1	1275	-10	1395126122
1	1288	-10	1356834517
1	1309	-10	1416082731
1	1320	8	1354068531
1	1338	-10	1346725456
1	1403	5	1318812472
1	1527	1	1324322191
1	1576	3	1355540573
1	1697	5	1363836965
1	1779	1	1355010982
1	1786	2	1351732738
1	1980	1	1342245183
1	1981	1	1354067737
1	2011	-1	1394661127
1	2130	5	1363836956
1	2131	9	1363836946
1	2185	1	1369537022
1	2386	1	1345501525
1	2457	1	1407402144
1	2572	4	1356835679
1	3033	1	1365509843
1	3710	1	1364600790
1	3892	-1	1407620691
1	4263	-2	1396407147
2	4	8	1296629343
2	6	5	1289771303
2	7	8	1297570107
2	8	1	1307038831
2	10	7	1289555871
2	11	5	1301898700
2	12	5	1289370556
2	13	5	1289370622
2	16	5	1347122835
2	28	8	1301333302
2	36	2	1296769471
2	37	2	1363241046
2	40	2	1292823727
2	53	2	1301898759
2	55	5	1301898705
2	59	8	1301898738
2	79	1	1297878331
2	82	3	1398339622
2	90	2	1297102509
2	94	1	1301972936
2	101	1	1297647973
2	105	1	1297807903
2	109	1	1298346435
2	115	1	1298929715
2	123	1	1298520615
2	124	8	1306782449
2	135	3	1347122821
2	156	8	1304347161
2	160	2	1307592440
2	162	-1	1347122733
2	179	8	1347122796
2	201	8	1347122805
2	341	5	1305064392
2	391	1	1305063693
2	462	1	1306038669
2	473	2	1307079072
2	587	1	1305917102
2	589	1	1307038469
2	603	2	1306042313
2	606	3	1307189946
2	609	1	1305986186
2	684	1	1307038484
2	698	1	1306862212
2	713	1	1306859587
2	733	1	1307137061
2	793	3	1307591400
2	1320	8	1347122757
2	3292	5	1359344943
2	3623	-2	1408107476
2	4461	1	1374375181
2	5518	3	1406129874
2	5804	8	1427727594
3	4	3	1289660298
3	11	1	1289362700
4	5	1	1289243140
4	6	10	1343107173
4	7	6	1308241841
4	8	8	1290520563
4	10	8	1289555656
4	11	9	1298267256
4	12	8	1289441411
4	13	2	1291505266
4	14	3	1291315232
4	15	9	1290969236
4	16	6	1296657671
4	20	4	1301365737
4	21	2	1291052764
4	22	1	1290666928
4	23	1	1290750434
4	24	1	1291159911
4	25	4	1326839793
4	28	8	1306782916
4	30	6	1298950354
4	32	2	1291740270
4	33	1	1304355927
4	36	1	1292196392
4	37	8	1308242001
4	39	6	1325731951
4	40	5	1306083435
4	42	2	1292957157
4	46	1	1293481238
4	48	1	1293579274
4	49	2	1298844200
4	50	2	1294083688
4	51	3	1301975394
4	52	2	1296631215
4	53	3	1296754396
4	54	1	1293749573
4	55	7	1301333077
4	57	2	1305064090
4	58	1	1294982042
4	59	-5	1411966421
4	61	1	1301600149
4	71	1	1295163873
4	72	3	1296513427
4	78	1	1302729569
4	79	1	1297627293
4	80	1	1297291837
4	81	1	1318628902
4	82	1	1398368074
4	83	2	1298056076
4	84	1	1296512102
4	90	1	1301366233
4	93	2	1354515266
4	94	1	1361174669
4	95	1	1321212238
4	97	1	1297373817
4	99	2	1302881091
4	100	2	1304004287
4	102	5	1344980398
4	103	5	1304552017
4	104	1	1297789863
4	122	1	1298487310
4	128	2	1343355699
4	134	4	1302752567
4	135	8	1323497250
4	137	1	1303356386
4	139	2	1376689838
4	146	8	1301607874
4	151	6	1371667452
4	160	1	1376861616
4	168	3	1327641203
4	173	1	1305509119
4	177	10	1304559545
4	179	7	1301329948
4	181	1	1301354601
4	182	1	1301369843
4	189	1	1302237679
4	197	8	1347924781
4	201	1	1302017978
4	203	1	1302043777
4	206	5	1302292044
4	216	1	1302449430
4	217	1	1302453499
4	222	2	1306093951
4	228	1	1302800924
4	231	1	1302847189
4	234	5	1308316797
4	253	1	1303161461
4	260	1	1303959108
4	265	3	1303790378
4	266	2	1312557813
4	268	1	1303486159
4	269	1	1303486511
4	277	3	1304579347
4	280	1	1304034490
4	296	1	1321218985
4	298	10	1307051141
4	301	1	1304098147
4	322	1	1304359309
4	332	5	1361775786
4	337	4	1307048882
4	339	1	1304368646
4	357	2	1305062650
4	373	1	1304488104
4	376	1	1304533792
4	381	5	1336769368
4	385	1	1304699103
4	394	1	1304874495
4	398	1	1304659251
4	411	10	1330219290
4	415	8	1308241990
4	425	1	1385402011
4	428	5	1305692549
4	430	1	1304845772
4	435	1	1345054592
4	437	1	1305091692
4	449	1	1305009175
4	457	1	1305072251
4	472	2	1311199990
4	486	5	1305254867
4	489	1	1305267250
4	491	1	1309065147
4	492	10	1316463436
4	499	1	1307327004
4	517	1	1305438446
4	522	1	1305443881
4	523	1	1305447851
4	543	3	1324013210
4	544	1	1305600755
4	581	1	1307754642
4	584	2	1306124713
4	590	1	1310422442
4	599	2	1306939892
4	623	-5	1306513049
4	627	1	1306132108
4	645	1	1306336012
4	655	1	1392872603
4	681	2	1342985825
4	726	1	1306939155
4	733	1	1307117317
4	776	3	1331013156
4	777	2	1307079554
4	814	1	1311538210
4	836	1	1311286702
4	843	1	1414341204
4	946	4	1336972250
4	960	2	1312252188
4	1003	4	1423598153
4	1004	2	1333326244
4	1087	1	1308060193
4	1117	5	1312937036
4	1155	10	1333411658
4	1170	1	1361284724
4	1198	1	1329521010
4	1235	1	1329682303
4	1273	5	1331930345
4	1274	7	1323027807
4	1275	2	1385534417
4	1309	10	1312398530
4	1310	2	1321484568
4	1320	6	1333599170
4	1323	3	1333511733
4	1326	1	1311653852
4	1338	9	1337872448
4	1351	8	1393291389
4	1352	1	1312779845
4	1370	1	1313545025
4	1402	1	1315028115
4	1403	5	1320897150
4	1454	2	1327603739
4	1462	1	1367549394
4	1496	1	1320536410
4	1510	1	1326396305
4	1512	1	1320692084
4	1527	2	1376861712
4	1538	2	1343107074
4	1565	9	1394508251
4	1572	5	1362080766
4	1595	4	1376584037
4	1627	1	1329516256
4	1639	10	1325551509
4	1640	10	1325551556
4	1644	2	1329181544
4	1651	5	1336016017
4	1663	2	1331525944
4	1673	1	1326863467
4	1694	1	1327700513
4	1697	1	1365966420
4	1716	2	1329027800
4	1746	1	1330664240
4	1756	2	1330633496
4	1786	3	1375802128
4	1797	9	1335688305
4	1810	1	1332460768
4	1847	1	1336449239
4	1868	1	1335904420
4	1892	2	1333598594
4	1900	2	1376689867
4	1914	2	1340743926
4	1930	10	1335049791
4	1952	2	1355268337
4	1980	1	1346321007
4	1981	7	1348349293
4	1991	3	1374261164
4	1992	4	1336494115
4	2003	4	1402675646
4	2011	1	1397797784
4	2039	-10	1341116252
4	2067	3	1338748836
4	2068	1	1338778776
4	2072	5	1376411536
4	2083	3	1339798147
4	2116	1	1340664290
4	2119	1	1381943076
4	2126	10	1349649258
4	2155	1	1349041338
4	2185	1	1369569288
4	2200	2	1381399801
4	2207	1	1376861513
4	2239	3	1380977686
4	2248	5	1366693583
4	2261	2	1342637362
4	2278	1	1343106885
4	2370	-10	1345780384
4	2386	1	1345437549
4	2401	-10	1345780392
4	2415	1	1349635337
4	2570	1	1376690460
4	2572	1	1376689874
4	2584	6	1402813525
4	2636	10	1348917189
4	2653	1	1349649459
4	2689	1	1350077134
4	2779	3	1378264562
4	2957	1	1393214195
4	3220	5	1393270808
4	3262	10	1362519714
4	3313	1	1361463192
4	3349	1	1398827327
4	3434	2	1376689791
4	3470	2	1404312894
4	3618	1	1363893764
4	3623	2	1399310236
4	3727	2	1365983772
4	3776	2	1402750400
4	3816	1	1393431648
4	3892	1	1407620976
4	4072	1	1387229168
4	4087	1	1429065327
4	4170	4	1393133646
4	4388	3	1376584096
4	4435	2	1387112717
4	4758	3	1393114307
4	4824	2	1396943518
4	5333	2	1393122217
4	5387	2	1406608470
4	5411	1	1397197064
4	5412	7	1415789728
4	5417	1	1409114582
4	5466	10	1399360356
4	5526	10	1403340355
4	5575	2	1410575569
4	5800	2	1427161808
4	5828	1	1432697495
5	25	1	1335434055
5	45	1	1294996843
5	53	1	1296754335
5	67	4	1297187359
5	68	2	1294919858
5	108	1	1325782726
5	124	1	1303416432
5	195	2	1304449745
5	254	2	1304514927
5	391	2	1305028595
5	681	1	1314458586
5	1235	1	1335281242
5	1409	1	1325782910
5	1527	3	1343309212
5	2087	1	1339602312
5	4170	1	1397939045
6	7	7	1289245277
6	8	8	1307592205
6	11	4	1303848523
6	15	3	1339024627
6	18	1	1289641693
6	21	1	1290197549
6	24	5	1374079267
6	28	1	1295416559
6	29	5	1306463585
6	30	6	1304288061
6	37	1	1294081163
6	39	5	1292795818
6	40	2	1292823618
6	43	2	1293050723
6	47	4	1293523499
6	59	7	1309390992
6	63	1	1294300030
6	93	2	1304277450
6	109	7	1335645163
6	148	1	1345946574
6	160	7	1304034294
6	240	2	1303175312
6	260	3	1305760773
6	276	5	1306214744
6	297	1	1303880260
6	358	1	1304805176
6	391	2	1304905843
6	400	1	1304651955
6	411	5	1328652566
6	435	5	1346125827
6	472	1	1307058364
6	489	1	1307103234
6	490	2	1306611684
6	492	1	1306102554
6	543	1	1325059719
6	793	-10	1309309207
6	859	5	1309237983
6	916	4	1318631855
6	1155	8	1345615362
6	1199	7	1308861974
6	1211	5	1309243972
6	1239	-10	1309380593
6	1309	3	1330145267
6	1323	2	1337546128
6	1351	5	1343654404
6	1403	2	1322613381
6	1527	1	1322958147
6	1565	1	1337704462
6	1612	1	1324567719
6	1797	3	1335172413
6	1847	1	1342477264
6	1930	3	1335173624
6	1939	1	1339033102
6	2088	2	1338928588
6	2116	2	1341953565
6	2226	3	1342680253
6	2281	1	1345160673
6	2400	2	1347104729
6	2914	1	1353463838
6	3101	5	1365801001
6	3340	2	1369195252
6	3604	1	1374080279
6	4751	3	1385465129
6	4918	8	1384567143
6	5403	3	1396948409
7	10	7	1289555875
